logfile,conflicts,time
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,0,0.001466989517211914
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,2,0.0013689994812011719
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,4,0.0013580322265625
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,6,0.0013780593872070312
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,8,0.0015189647674560547
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,10,0.0014209747314453125
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,12,0.0016260147094726562
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,14,0.0015707015991210938
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,16,0.0014319419860839844
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,18,0.0015039443969726562
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,20,0.001554250717163086
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,22,0.001470804214477539
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,24,0.0014269351959228516
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,0,0.0014030933380126953
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,2,0.001416921615600586
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,4,
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,6,0.0014929771423339844
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,8,0.001477956771850586
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,10,0.0017139911651611328
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,12,
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,14,
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,16,
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,18,
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,20,0.0015387535095214844
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,22,
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,24,
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,0,0.0011997222900390625
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,2,0.0012879371643066406
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,4,0.0012390613555908203
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,6,0.0012958049774169922
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,8,0.0013489723205566406
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,10,0.0013308525085449219
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,12,0.001394033432006836
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,14,0.0016319751739501953
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,16,0.0017631053924560547
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,18,0.0014069080352783203
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,20,
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,22,
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,24,
