logfile,conflicts,time0,time1,time2
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,0,0.0017528533935546875,0.0014047622680664062,0.001294851303100586
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,2,0.0013241767883300781,0.0013229846954345703,0.0013289451599121094
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,4,0.0013828277587890625,0.0013072490692138672,0.0013251304626464844
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,6,0.0013580322265625,0.0013730525970458984,0.0014431476593017578
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,8,0.0014090538024902344,0.0013942718505859375,0.0014121532440185547
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,10,0.0014328956604003906,0.0013871192932128906,0.0018486976623535156
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,12,0.0014081001281738281,0.0014388561248779297,0.0014188289642333984
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,14,0.0014379024505615234,0.0014400482177734375,0.0014469623565673828
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,16,0.0014042854309082031,0.00138092041015625,0.0013849735260009766
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,18,0.0014889240264892578,0.0014672279357910156,0.0014410018920898438
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,20,0.0014739036560058594,0.0014662742614746094,0.0014791488647460938
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,22,0.0013980865478515625,0.0013751983642578125,0.0014219284057617188
results/expr_1/logs/activity-log_2024-08-15T04:38:36Z-2024-08-15T04:43:43Z.csv,24,0.0015048980712890625,0.0014231204986572266,0.0014331340789794922
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,0,0.0013859272003173828,0.0013058185577392578,0.0013377666473388672
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,2,0.0013828277587890625,0.001355886459350586,0.0014188289642333984
