logfile,conflicts,time0,time1,time2
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,4,0.0013892650604248047,0.0016620159149169922,0.0016329288482666016
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,6,0.0014500617980957031,0.001474142074584961,0.0014729499816894531
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,8,0.0014929771423339844,0.0014078617095947266,0.0015289783477783203
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,10,0.00144195556640625,0.0015192031860351562,0.0014379024505615234
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,12,0.0014421939849853516,0.0014829635620117188,0.0014977455139160156
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,14,0.0014710426330566406,0.001615762710571289,0.0014929771423339844
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,16,0.0014619827270507812,0.0014460086822509766,0.0016407966613769531
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,18,0.001463174819946289,0.0015211105346679688,0.0015060901641845703
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,20,0.001489877700805664,0.0015270709991455078,0.0015480518341064453
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,22,0.0015528202056884766,0.0014812946319580078,0.0014929771423339844
results/expr_1/logs/activity-log_2024-08-15T04:45:06Z-2024-08-15T04:51:06Z.csv,24,0.0017390251159667969,0.001538991928100586,0.0014979839324951172
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,0,0.0011527538299560547,0.0011792182922363281,0.0011467933654785156
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,2,0.0012009143829345703,0.0012288093566894531,0.0011780261993408203
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,4,0.0013399124145507812,0.0012600421905517578,0.0012242794036865234
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,6,0.0013027191162109375,0.0012459754943847656,0.0012881755828857422
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,8,0.0012888908386230469,0.001294851303100586,0.0012390613555908203
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,10,0.0012881755828857422,0.00131988525390625,0.0013039112091064453
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,12,0.001316070556640625,0.0015909671783447266,0.0013036727905273438
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,14,0.001378774642944336,0.0013539791107177734,0.0013010501861572266
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,16,0.0013611316680908203,0.0013806819915771484,0.0013167858123779297
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,18,0.0013213157653808594,0.0013349056243896484,0.0014121532440185547
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,20,0.0013861656188964844,0.0013680458068847656,0.0013592243194580078
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,22,0.0013811588287353516,0.0014390945434570312,0.0014147758483886719
results/expr_1/logs/activity-log_2024-08-15T04:52:27Z-2024-08-15T04:57:32Z.csv,24,0.001455068588256836,0.0014841556549072266,0.001399993896484375
