log_file,activity_count,users,resources,selectivity_level,selectivity,detection_time_mean,detection_time_std
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,200,8,52,high,0.016741071428571428,0.541375,0.056255971905211984
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,200,8,52,medium,0.05005151098901099,1.09925,0.8219408053503608
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,200,8,52,low,0.2008070054945055,3.0477499999999997,1.0338948628850035
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,400,10,88,high,0.006617647058823529,0.753425,0.06203623437153486
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,400,10,88,medium,0.05,2.157825,1.1781443648275878
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,400,10,88,low,0.20080213903743316,6.89555,2.078442517246989
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,600,12,116,high,0.0035739942528735633,1.20805,1.3232963944256784
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,600,12,116,medium,0.050215517241379314,3.933,2.762393925565288
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,600,12,116,low,0.20035919540229885,10.878675,3.4229126514380996
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,800,15,140,high,0.001933916423712342,1.162975,0.10764280921176293
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,800,15,140,medium,0.050009718172983476,6.998425,4.579468522042159
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,800,15,140,low,0.2,22.016675,7.303836010575197
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1000,17,182,high,0.0011576658635482164,1.3419,0.1015917811636355
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1000,17,182,medium,0.0500734559558089,13.353199999999998,9.20503234432123
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1000,17,182,low,0.2248398660163366,36.779399999999995,11.022835444657604
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1200,19,207,high,0.0008294673485805271,1.52315,0.06965039483018025
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1200,19,207,medium,0.050534985598946286,19.506925000000003,12.89523232708023
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1200,19,207,low,0.20376136349426668,53.446675000000006,13.064170357101709
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1400,21,241,high,0.0005898191319631835,1.7027250000000003,0.08714298236232222
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1400,21,241,medium,0.053077823685366884,26.306550000000005,17.449356002371548
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1400,21,241,low,0.23635232256028688,96.6636,14.454295695052043
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1600,22,275,high,0.0004722550177095632,1.992725,0.11629660087466015
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1600,22,275,medium,0.055485242030696574,36.4932,23.780101819798837
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1600,22,275,low,0.27605667060212513,130.83939999999998,24.736623976201766
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1800,26,306,high,0.00030656415161436684,2.122975,0.2110748075327797
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1800,26,306,medium,0.05740567021054826,51.667049999999996,33.63203797196209
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,1800,26,306,low,0.2973135783394033,263.43217500000003,30.84761156790546
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2000,28,340,high,0.0002387318563789152,2.2624249999999995,0.20168278155311128
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2000,28,340,medium,0.05906822956455309,60.708475,42.75532684998882
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2000,28,340,low,0.34002697669977083,285.652825,53.27868973280382
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2200,30,364,high,0.00019484062037253527,2.411025,0.11999489312049907
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2200,30,364,medium,0.06588145896656535,83.64477500000001,54.31381704984815
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2200,30,364,low,0.2881079027355623,295.0416,55.672367578449546
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2400,33,398,high,0.00014710208884966165,2.59315,0.15342596748920964
results/logs/activity-log_mock5freq40_2000actions_files4folders2_2024-10-19T02:26:54Z-2024-10-19T04:58:40Z.csv,2400,33,398,medium,0.051873075291136474,84.280975,64.8952616168883
