log_file,activity_count,users,resources,selectivity_level,selectivity,detection_time
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,1600,5,233,high,0.007951208493336345,1.8821
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,1600,5,233,medium,0.07707250960018071,4.4413
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,1600,5,233,low,0.22656426473910096,14.1809
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,1800,5,248,high,0.007470288624787776,2.0285
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,1800,5,248,medium,0.07088285229202038,4.9523
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,1800,5,248,low,0.23387096774193547,15.133600000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,2000,5,265,high,0.006951340615690168,2.2151
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,2000,5,265,medium,0.08003972194637538,5.3872
results/logs/activity-log_1000actions_files4folders2_2024-10-09T19:07:55Z-2024-10-09T19:52:31Z.csv,2000,5,265,low,0.23491559086395233,16.2659
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,200,5,48,high,0.033771929824561404,0.5595
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,200,5,48,medium,0.05021929824561404,0.5946
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,200,5,48,low,0.20109649122807016,1.8738
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,400,5,71,high,0.02535211267605634,0.795
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,400,5,71,medium,0.05011119347664937,1.0099
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,400,5,71,low,0.2155670867309118,3.525
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,600,5,89,high,0.019041986989946778,0.9540000000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,600,5,89,medium,0.05109402720283856,1.4698
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,600,5,89,low,0.23027794204612656,4.8171
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,800,5,110,high,0.015789473684210527,1.2004
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,800,5,110,medium,0.05215311004784689,1.7848
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,800,5,110,low,0.22516746411483254,6.7238
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1000,5,132,high,0.013157894736842105,1.4492
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1000,5,132,medium,0.05502392344497608,2.2724
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1000,5,132,low,0.2412280701754386,7.935599999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1200,5,156,high,0.010998650472334682,1.5646
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1200,5,156,medium,0.06255060728744939,2.7842
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1200,5,156,low,0.24197031039136302,9.6676
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1400,5,181,high,0.009479499854608898,1.8399999999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1400,5,181,medium,0.06955510322768246,3.3853999999999997
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1400,5,181,low,0.23105553940098866,10.8136
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1600,5,207,high,0.00889905924230867,1.9300000000000002
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1600,5,207,medium,0.07083651156877702,4.4921
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1600,5,207,low,0.2395626748029494,13.3475
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1800,5,226,high,0.007964601769911504,2.3495
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1800,5,226,medium,0.06767582673497904,4.2648
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,1800,5,226,low,0.23162552398695854,13.526
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,2000,5,250,high,0.007326315789473684,2.4415
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,2000,5,250,medium,0.07482105263157894,5.4784
results/logs/activity-log_1000actions_files4folders2_2024-10-09T20:03:26Z-2024-10-09T20:49:16Z.csv,2000,5,250,low,0.22757894736842105,15.7332
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,200,5,46,high,0.03821510297482838,0.5078
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,200,5,46,medium,0.05011441647597254,0.6096999999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,200,5,46,low,0.2,1.8933
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,400,5,70,high,0.025413533834586464,0.837
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,400,5,70,medium,0.05022556390977444,1.0968
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,400,5,70,low,0.21218045112781955,4.7486
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,600,5,86,high,0.020318237454100368,0.9648999999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,600,5,86,medium,0.050673194614443084,1.4241
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,600,5,86,low,0.22839657282741738,4.877000000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,800,5,111,high,0.015457562825983878,1.1917
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,800,5,111,medium,0.05206258890469417,2.4128
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,800,5,111,low,0.22683736367946894,6.4479
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1000,5,135,high,0.013957115009746588,1.4054
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1000,5,135,medium,0.05660818713450293,2.3039
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1000,5,135,low,0.23976608187134502,8.2625
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1200,5,157,high,0.011464968152866241,1.9431
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1200,5,157,medium,0.061012403620516256,3.1567
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1200,5,157,low,0.22896413007039892,10.1561
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1400,5,175,high,0.010105263157894737,1.8291
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1400,5,175,medium,0.0636390977443609,3.3531999999999997
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1400,5,175,low,0.23885714285714285,11.4251
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1600,5,190,high,0.009307479224376731,2.0383
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1600,5,190,medium,0.06792243767313019,4.061
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1600,5,190,low,0.2325207756232687,12.0474
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1800,5,204,high,0.008926728586171311,2.2357
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1800,5,204,medium,0.06909184726522188,4.4269
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,1800,5,204,low,0.23292053663570692,12.8786
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,2000,5,214,high,0.007771765863256272,2.4364
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,2000,5,214,medium,0.06896212493851452,4.8495
results/logs/activity-log_1000actions_files4folders2_2024-10-09T21:29:39Z-2024-10-09T22:11:40Z.csv,2000,5,214,low,0.24008853910477126,14.314499999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,200,5,43,high,0.03818849449204406,0.733
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,200,5,43,medium,0.05018359853121175,0.6698999999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,200,5,43,low,0.20024479804161566,2.2847999999999997
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,400,5,64,high,0.027138157894736843,0.8693
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,400,5,64,medium,0.05016447368421053,1.063
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,400,5,64,low,0.20230263157894737,3.2317
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,600,5,89,high,0.019041986989946778,1.0333
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,600,5,89,medium,0.05109402720283856,1.7807
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,600,5,89,low,0.22779420461265523,4.8952
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,800,5,105,high,0.017644110275689222,1.2233
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,800,5,105,medium,0.05032581453634085,1.796
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,800,5,105,low,0.22656641604010025,6.0325
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1000,5,121,high,0.015224010439321443,1.4889
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1000,5,121,medium,0.0588951718138321,2.25
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1000,5,121,low,0.23279686820356676,7.080799999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1200,5,142,high,0.012527798369162343,1.6131
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1200,5,142,medium,0.05507783543365456,3.0927999999999995
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1200,5,142,low,0.23439584877687175,8.979000000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1400,5,160,high,0.01111842105263158,1.8668
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1400,5,160,medium,0.06361842105263157,3.4999000000000002
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1400,5,160,low,0.2369078947368421,10.2015
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1600,5,175,high,0.00968421052631579,2.0617
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1600,5,175,medium,0.06604511278195489,3.9679
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1600,5,175,low,0.2407218045112782,11.425999999999998
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1800,5,198,high,0.009303561935140883,2.2807
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1800,5,198,medium,0.06273258904837853,4.446199999999999
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,1800,5,198,low,0.23854332801701222,12.869800000000001
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,2000,5,211,high,0.008580693439760539,2.5145
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,2000,5,211,medium,0.06969319032177601,4.8802
results/logs/activity-log_1000actions_files4folders2_2024-10-09T22:15:25Z-2024-10-09T22:59:34Z.csv,2000,5,211,low,0.2363681716138688,13.5144
